7227.FBpp0081384	7227.FBpp0082412	1.0
7227.FBpp0296949	7227.FBpp0075612	1.0
7227.FBpp0297243	7227.FBpp0070117	1.0
7227.FBpp0082994	7227.FBpp0086701	1.0
7227.FBpp0071970	7227.FBpp0081329	1.0
7227.FBpp0072257	7227.FBpp0078448	1.0
7227.FBpp0087637	7227.FBpp0099686	1.0
7227.FBpp0074058	7227.FBpp0077974	1.0
7227.FBpp0075274	7227.FBpp0305722	1.0
7227.FBpp0070537	7227.FBpp0073177	1.0
7227.FBpp0075068	7227.FBpp0078278	1.0
7227.FBpp0111830	7227.FBpp0082392	1.0
7227.FBpp0086872	7227.FBpp0291479	1.0
7227.FBpp0071587	7227.FBpp0078807	1.0
7227.FBpp0074906	7227.FBpp0297719	1.0
7227.FBpp0301225	7227.FBpp0079471	1.0
7227.FBpp0089382	7227.FBpp0297239	1.0
7227.FBpp0080391	7227.FBpp0084831	1.0
7227.FBpp0082329	7227.FBpp0297417	1.0
7227.FBpp0070878	7227.FBpp0293236	1.0
7227.FBpp0084382	7227.FBpp0099920	1.0
7227.FBpp0082104	7227.FBpp0087332	1.0
7227.FBpp0081324	7227.FBpp0078134	1.0
7227.FBpp0071970	7227.FBpp0297223	1.0
7227.FBpp0297239	7227.FBpp0293216	1.0
7227.FBpp0075932	7227.FBpp0290948	1.0
7227.FBpp0070878	7227.FBpp0078656	1.0
7227.FBpp0296949	7227.FBpp0086701	1.0
7227.FBpp0081185	7227.FBpp0293581	1.0
7227.FBpp0303531	7227.FBpp0077716	1.0
7227.FBpp0084831	7227.FBpp0082911	1.0
7227.FBpp0302052	7227.FBpp0074887	1.0
7227.FBpp0071553	7227.FBpp0076215	1.0
7227.FBpp0072094	7227.FBpp0303780	1.0
7227.FBpp0073098	7227.FBpp0080052	1.0
7227.FBpp0078008	7227.FBpp0300836	1.0
7227.FBpp0303456	7227.FBpp0078864	1.0
7227.FBpp0075684	7227.FBpp0077073	1.0
7227.FBpp0076003	7227.FBpp0080488	1.0
7227.FBpp0075612	7227.FBpp0099990	1.0
7227.FBpp0070885	7227.FBpp0082370	1.0
7227.FBpp0070650	7227.FBpp0083569	1.0
7227.FBpp0079892	7227.FBpp0303146	1.0
7227.FBpp0078083	7227.FBpp0082130	1.0
7227.FBpp0078689	7227.FBpp0099990	1.0
7227.FBpp0071771	7227.FBpp0081380	1.0
7227.FBpp0083354	7227.FBpp0112148	1.0
7227.FBpp0072425	7227.FBpp0078756	1.0
7227.FBpp0074906	7227.FBpp0290012	1.0
7227.FBpp0074086	7227.FBpp0292339	1.0
7227.FBpp0111448	7227.FBpp0293269	1.0
7227.FBpp0079251	7227.FBpp0087961	1.0
7227.FBpp0071288	7227.FBpp0073651	1.0
7227.FBpp0081484	7227.FBpp0088040	1.0
7227.FBpp0081524	7227.FBpp0087095	1.0
7227.FBpp0084067	7227.FBpp0075838	1.0
7227.FBpp0071553	7227.FBpp0087118	1.0
7227.FBpp0070650	7227.FBpp0071993	1.0
7227.FBpp0078664	7227.FBpp0081488	1.0
7227.FBpp0076918	7227.FBpp0078997	1.0
7227.FBpp0073762	7227.FBpp0074554	1.0
7227.FBpp0075612	7227.FBpp0082973	1.0
7227.FBpp0081845	7227.FBpp0078807	1.0
7227.FBpp0084616	7227.FBpp0079597	1.0
7227.FBpp0079088	7227.FBpp0083502	1.0
7227.FBpp0297223	7227.FBpp0289099	1.0
7227.FBpp0080872	7227.FBpp0289298	1.0
7227.FBpp0074608	7227.FBpp0083503	1.0
7227.FBpp0300513	7227.FBpp0301274	1.0
7227.FBpp0292339	7227.FBpp0081845	1.0
7227.FBpp0078694	7227.FBpp0083569	1.0
7227.FBpp0073459	7227.FBpp0087366	1.0
7227.FBpp0070766	7227.FBpp0072094	1.0
7227.FBpp0070651	7227.FBpp0081234	1.0
7227.FBpp0071450	7227.FBpp0077590	1.0
7227.FBpp0083611	7227.FBpp0078807	1.0
7227.FBpp0076003	7227.FBpp0079471	1.0
7227.FBpp0079471	7227.FBpp0111448	1.0
7227.FBpp0074936	7227.FBpp0079305	1.0
7227.FBpp0083168	7227.FBpp0083962	1.0
7227.FBpp0100177	7227.FBpp0078707	1.0
7227.FBpp0075382	7227.FBpp0082314	1.0
7227.FBpp0080401	7227.FBpp0083962	1.0
7227.FBpp0290875	7227.FBpp0300391	1.0
7227.FBpp0079565	7227.FBpp0083611	1.0
7227.FBpp0072975	7227.FBpp0078662	1.0
7227.FBpp0080111	7227.FBpp0081600	1.0
7227.FBpp0075676	7227.FBpp0080488	1.0
7227.FBpp0075759	7227.FBpp0084113	1.0
7227.FBpp0081234	7227.FBpp0087648	1.0
7227.FBpp0293061	7227.FBpp0071285	1.0
7227.FBpp0070150	7227.FBpp0075612	1.0
7227.FBpp0075250	7227.FBpp0076380	1.0
7227.FBpp0099739	7227.FBpp0293061	1.0
7227.FBpp0080564	7227.FBpp0111294	1.0
7227.FBpp0305387	7227.FBpp0077259	1.0
7227.FBpp0296949	7227.FBpp0305562	1.0
7227.FBpp0072144	7227.FBpp0081001	1.0
7227.FBpp0070894	7227.FBpp0078086	1.0
7227.FBpp0304439	7227.FBpp0077590	1.0
7227.FBpp0071427	7227.FBpp0074822	1.0
7227.FBpp0074822	7227.FBpp0086711	1.0
7227.FBpp0076918	7227.FBpp0082867	1.0
7227.FBpp0081324	7227.FBpp0082973	1.0
7227.FBpp0077210	7227.FBpp0081683	1.0
7227.FBpp0077950	7227.FBpp0294001	1.0
7227.FBpp0072094	7227.FBpp0086701	1.0
7227.FBpp0078400	7227.FBpp0081234	1.0
7227.FBpp0070915	7227.FBpp0079640	1.0
7227.FBpp0293269	7227.FBpp0071285	1.0
7227.FBpp0078689	7227.FBpp0074056	1.0
7227.FBpp0073098	7227.FBpp0083659	1.0
7227.FBpp0072720	7227.FBpp0087663	1.0
7227.FBpp0073471	7227.FBpp0078664	1.0
7227.FBpp0297243	7227.FBpp0080391	1.0
7227.FBpp0081305	7227.FBpp0083105	1.0
7227.FBpp0078756	7227.FBpp0083075	1.0
7227.FBpp0072094	7227.FBpp0074180	1.0
7227.FBpp0088040	7227.FBpp0070042	1.0
7227.FBpp0081234	7227.FBpp0293061	1.0
7227.FBpp0077271	7227.FBpp0084721	1.0
7227.FBpp0303213	7227.FBpp0304659	1.0
7227.FBpp0078448	7227.FBpp0089041	1.0
7227.FBpp0073950	7227.FBpp0303475	1.0
7227.FBpp0080675	7227.FBpp0083007	1.0
7227.FBpp0087094	7227.FBpp0088946	1.0
7227.FBpp0073459	7227.FBpp0111448	1.0
7227.FBpp0073761	7227.FBpp0079859	1.0
7227.FBpp0083801	7227.FBpp0084909	1.0
7227.FBpp0074180	7227.FBpp0081845	1.0
7227.FBpp0086701	7227.FBpp0303780	1.0
7227.FBpp0075941	7227.FBpp0305722	1.0
7227.FBpp0077705	7227.FBpp0083779	1.0
7227.FBpp0075088	7227.FBpp0084340	1.0
7227.FBpp0082667	7227.FBpp0087127	1.0
7227.FBpp0083105	7227.FBpp0293269	1.0
7227.FBpp0078433	7227.FBpp0305226	1.0
7227.FBpp0070784	7227.FBpp0071954	1.0
7227.FBpp0078448	7227.FBpp0079538	1.0
7227.FBpp0078756	7227.FBpp0081539	1.0
7227.FBpp0070894	7227.FBpp0084766	1.0
7227.FBpp0079471	7227.FBpp0081234	1.0
7227.FBpp0293226	7227.FBpp0087118	1.0
7227.FBpp0079641	7227.FBpp0294012	1.0
7227.FBpp0077106	7227.FBpp0082737	1.0
7227.FBpp0296949	7227.FBpp0088242	1.0
7227.FBpp0079305	7227.FBpp0305723	1.0
7227.FBpp0077572	7227.FBpp0083611	1.0
7227.FBpp0080872	7227.FBpp0082011	1.0
7227.FBpp0081860	7227.FBpp0291479	1.0
7227.FBpp0083975	7227.FBpp0303634	1.0
7227.FBpp0074758	7227.FBpp0082346	1.0
7227.FBpp0087088	7227.FBpp0111843	1.0
7227.FBpp0074180	7227.FBpp0079305	1.0
7227.FBpp0070802	7227.FBpp0302953	1.0
7227.FBpp0080024	7227.FBpp0082540	1.0
7227.FBpp0082232	7227.FBpp0110438	1.0
7227.FBpp0305562	7227.FBpp0085165	1.0
7227.FBpp0074269	7227.FBpp0080990	1.0
7227.FBpp0078760	7227.FBpp0079943	1.0
7227.FBpp0074414	7227.FBpp0075684	1.0
7227.FBpp0073604	7227.FBpp0074419	1.0
7227.FBpp0080052	7227.FBpp0082984	1.0
7227.FBpp0072503	7227.FBpp0081673	1.0
7227.FBpp0073762	7227.FBpp0084616	1.0
7227.FBpp0071808	7227.FBpp0076872	1.0
7227.FBpp0078984	7227.FBpp0082065	1.0
7227.FBpp0072446	7227.FBpp0078593	1.0
7227.FBpp0071587	7227.FBpp0078532	1.0
7227.FBpp0293226	7227.FBpp0088946	1.0
7227.FBpp0083377	7227.FBpp0087340	1.0
7227.FBpp0305303	7227.FBpp0078134	1.0
7227.FBpp0305514	7227.FBpp0082326	1.0
7227.FBpp0081451	7227.FBpp0071424	1.0
7227.FBpp0074874	7227.FBpp0079769	1.0
7227.FBpp0075941	7227.FBpp0082767	1.0
7227.FBpp0071259	7227.FBpp0088040	1.0
7227.FBpp0073173	7227.FBpp0078984	1.0
7227.FBpp0071892	7227.FBpp0072281	1.0
7227.FBpp0073173	7227.FBpp0085177	1.0
7227.FBpp0078400	7227.FBpp0087094	1.0
7227.FBpp0071808	7227.FBpp0076359	1.0
7227.FBpp0079251	7227.FBpp0082329	1.0
7227.FBpp0071771	7227.FBpp0083962	1.0
7227.FBpp0072957	7227.FBpp0076872	1.0
7227.FBpp0083502	7227.FBpp0086060	1.0
7227.FBpp0293226	7227.FBpp0305402	1.0
7227.FBpp0082973	7227.FBpp0087648	1.0
7227.FBpp0099990	7227.FBpp0086314	1.0
7227.FBpp0073173	7227.FBpp0091114	1.0
7227.FBpp0110438	7227.FBpp0291479	1.0
7227.FBpp0301225	7227.FBpp0083893	1.0
7227.FBpp0077783	7227.FBpp0070389	1.0
7227.FBpp0070150	7227.FBpp0071050	1.0
7227.FBpp0072674	7227.FBpp0088040	1.0
7227.FBpp0296949	7227.FBpp0077159	1.0
7227.FBpp0074180	7227.FBpp0088242	1.0
7227.FBpp0077022	7227.FBpp0081641	1.0
7227.FBpp0073558	7227.FBpp0081488	1.0
7227.FBpp0077218	7227.FBpp0290580	1.0
7227.FBpp0081524	7227.FBpp0081882	1.0
7227.FBpp0074058	7227.FBpp0074565	1.0
7227.FBpp0082019	7227.FBpp0085334	1.0
7227.FBpp0070355	7227.FBpp0076849	1.0
7227.FBpp0078997	7227.FBpp0099686	1.0
7227.FBpp0071088	7227.FBpp0081324	1.0
7227.FBpp0071503	7227.FBpp0087332	1.0
7227.FBpp0079909	7227.FBpp0086405	1.0
7227.FBpp0074788	7227.FBpp0110147	1.0
7227.FBpp0077900	7227.FBpp0297301	1.0
7227.FBpp0073866	7227.FBpp0078353	1.0
7227.FBpp0071771	7227.FBpp0303531	1.0
7227.FBpp0087609	7227.FBpp0110421	1.0
7227.FBpp0079055	7227.FBpp0079628	1.0
7227.FBpp0076124	7227.FBpp0304061	1.0
7227.FBpp0078054	7227.FBpp0081234	1.0
7227.FBpp0305562	7227.FBpp0306150	1.0
7227.FBpp0082232	7227.FBpp0082767	1.0
7227.FBpp0071259	7227.FBpp0087094	1.0
7227.FBpp0070885	7227.FBpp0100181	1.0
7227.FBpp0087114	7227.FBpp0099686	1.0
7227.FBpp0086383	7227.FBpp0088268	1.0
7227.FBpp0081528	7227.FBpp0085165	1.0
7227.FBpp0110147	7227.FBpp0291375	1.0
7227.FBpp0071449	7227.FBpp0111448	1.0
7227.FBpp0073995	7227.FBpp0082459	1.0
7227.FBpp0082979	7227.FBpp0085423	1.0
7227.FBpp0078400	7227.FBpp0111448	1.0
7227.FBpp0075684	7227.FBpp0079565	1.0
7227.FBpp0070894	7227.FBpp0085325	1.0
7227.FBpp0305562	7227.FBpp0293236	1.0
7227.FBpp0070279	7227.FBpp0305303	1.0
7227.FBpp0075684	7227.FBpp0071285	1.0
7227.FBpp0304474	7227.FBpp0110324	1.0
7227.FBpp0076003	7227.FBpp0083134	1.0
7227.FBpp0079304	7227.FBpp0291479	1.0
7227.FBpp0301225	7227.FBpp0088040	1.0
7227.FBpp0071462	7227.FBpp0305722	1.0
7227.FBpp0083659	7227.FBpp0084082	1.0
7227.FBpp0110412	7227.FBpp0304260	1.0
7227.FBpp0070942	7227.FBpp0303728	1.0
7227.FBpp0070655	7227.FBpp0073018	1.0
7227.FBpp0078375	7227.FBpp0293124	1.0
7227.FBpp0070766	7227.FBpp0087609	1.0
7227.FBpp0078433	7227.FBpp0086953	1.0
7227.FBpp0081845	7227.FBpp0083293	1.0
7227.FBpp0070279	7227.FBpp0087340	1.0
7227.FBpp0072975	7227.FBpp0303490	1.0
7227.FBpp0071049	7227.FBpp0078008	1.0
7227.FBpp0291573	7227.FBpp0297142	1.0
7227.FBpp0082667	7227.FBpp0294012	1.0
7227.FBpp0074516	7227.FBpp0084842	1.0
7227.FBpp0073740	7227.FBpp0087189	1.0
7227.FBpp0070885	7227.FBpp0074906	1.0
7227.FBpp0070885	7227.FBpp0072975	1.0
7227.FBpp0078756	7227.FBpp0083105	1.0
7227.FBpp0082232	7227.FBpp0085893	1.0
7227.FBpp0072692	7227.FBpp0085902	1.0
7227.FBpp0293345	7227.FBpp0087648	1.0
7227.FBpp0084113	7227.FBpp0290578	1.0
7227.FBpp0080564	7227.FBpp0290353	1.0
7227.FBpp0073173	7227.FBpp0086787	1.0
7227.FBpp0304873	7227.FBpp0088268	1.0
7227.FBpp0078756	7227.FBpp0293269	1.0
7227.FBpp0076003	7227.FBpp0292902	1.0
7227.FBpp0070279	7227.FBpp0303531	1.0
7227.FBpp0078970	7227.FBpp0087189	1.0
7227.FBpp0110452	7227.FBpp0302953	1.0
7227.FBpp0070950	7227.FBpp0112496	1.0
7227.FBpp0079471	7227.FBpp0081902	1.0
7227.FBpp0081848	7227.FBpp0083857	1.0
7227.FBpp0078086	7227.FBpp0079000	1.0
7227.FBpp0075612	7227.FBpp0110421	1.0
7227.FBpp0077927	7227.FBpp0083658	1.0
7227.FBpp0085165	7227.FBpp0087321	1.0
7227.FBpp0071049	7227.FBpp0088818	1.0
7227.FBpp0073316	7227.FBpp0088946	1.0
7227.FBpp0083078	7227.FBpp0086795	1.0
7227.FBpp0071892	7227.FBpp0088242	1.0
7227.FBpp0075068	7227.FBpp0083658	1.0
7227.FBpp0086569	7227.FBpp0110324	1.0
7227.FBpp0293226	7227.FBpp0087094	1.0
7227.FBpp0071050	7227.FBpp0085165	1.0
7227.FBpp0088242	7227.FBpp0302538	1.0
7227.FBpp0079641	7227.FBpp0083330	1.0
7227.FBpp0083912	7227.FBpp0290353	1.0
7227.FBpp0074516	7227.FBpp0083105	1.0
7227.FBpp0073291	7227.FBpp0087764	1.0
7227.FBpp0071088	7227.FBpp0072957	1.0
7227.FBpp0070279	7227.FBpp0290603	1.0
7227.FBpp0071993	7227.FBpp0291479	1.0
7227.FBpp0077716	7227.FBpp0078134	1.0
7227.FBpp0087276	7227.FBpp0070117	1.0
7227.FBpp0073292	7227.FBpp0075772	1.0
7227.FBpp0082994	7227.FBpp0302538	1.0
7227.FBpp0078761	7227.FBpp0083164	1.0
7227.FBpp0078532	7227.FBpp0099686	1.0
7227.FBpp0078448	7227.FBpp0305141	1.0
7227.FBpp0070349	7227.FBpp0082540	1.0
7227.FBpp0070950	7227.FBpp0083126	1.0
7227.FBpp0303531	7227.FBpp0087340	1.0
7227.FBpp0070150	7227.FBpp0079306	1.0
7227.FBpp0073316	7227.FBpp0084113	1.0
7227.FBpp0073316	7227.FBpp0081493	1.0
7227.FBpp0081001	7227.FBpp0083659	1.0
7227.FBpp0082383	7227.FBpp0289150	1.0
7227.FBpp0293124	7227.FBpp0297239	1.0
7227.FBpp0075684	7227.FBpp0084113	1.0
7227.FBpp0070650	7227.FBpp0075274	1.0
7227.FBpp0071462	7227.FBpp0075941	1.0
7227.FBpp0071052	7227.FBpp0085893	1.0
7227.FBpp0070871	7227.FBpp0088990	1.0
7227.FBpp0070396	7227.FBpp0087189	1.0
7227.FBpp0074419	7227.FBpp0083857	1.0
7227.FBpp0086841	7227.FBpp0087647	1.0
7227.FBpp0081234	7227.FBpp0081305	1.0
7227.FBpp0081324	7227.FBpp0088242	1.0
7227.FBpp0073292	7227.FBpp0086066	1.0
7227.FBpp0087475	7227.FBpp0088565	1.0
7227.FBpp0078990	7227.FBpp0080629	1.0
7227.FBpp0084796	7227.FBpp0070117	1.0
7227.FBpp0073950	7227.FBpp0077859	1.0
7227.FBpp0305589	7227.FBpp0086405	1.0
7227.FBpp0072281	7227.FBpp0078857	1.0
7227.FBpp0081234	7227.FBpp0075153	1.0
7227.FBpp0077099	7227.FBpp0079597	1.0
7227.FBpp0082973	7227.FBpp0087118	1.0
7227.FBpp0070650	7227.FBpp0082412	1.0
7227.FBpp0071794	7227.FBpp0290875	1.0
7227.FBpp0078353	7227.FBpp0111294	1.0
7227.FBpp0070396	7227.FBpp0080391	1.0
7227.FBpp0077210	7227.FBpp0077425	1.0
7227.FBpp0070766	7227.FBpp0078134	1.0
7227.FBpp0303531	7227.FBpp0081380	1.0
7227.FBpp0081683	7227.FBpp0087333	1.0
7227.FBpp0078032	7227.FBpp0070389	1.0
7227.FBpp0301225	7227.FBpp0087342	1.0
7227.FBpp0083573	7227.FBpp0087637	1.0
7227.FBpp0070279	7227.FBpp0086226	1.0
7227.FBpp0083502	7227.FBpp0088691	1.0
7227.FBpp0077645	7227.FBpp0289272	1.0
7227.FBpp0078054	7227.FBpp0293061	1.0
7227.FBpp0070878	7227.FBpp0075612	1.0
7227.FBpp0082867	7227.FBpp0083573	1.0
7227.FBpp0089138	7227.FBpp0078532	1.0
7227.FBpp0112496	7227.FBpp0303490	1.0
7227.FBpp0082412	7227.FBpp0086872	1.0
7227.FBpp0089141	7227.FBpp0074086	1.0
7227.FBpp0071062	7227.FBpp0082996	1.0
7227.FBpp0072975	7227.FBpp0100182	1.0
7227.FBpp0074758	7227.FBpp0076849	1.0
7227.FBpp0303797	7227.FBpp0083330	1.0
7227.FBpp0073291	7227.FBpp0075609	1.0
7227.FBpp0077159	7227.FBpp0079752	1.0
7227.FBpp0085893	7227.FBpp0291479	1.0
7227.FBpp0099990	7227.FBpp0087609	1.0
7227.FBpp0088040	7227.FBpp0293061	1.0
7227.FBpp0079538	7227.FBpp0086736	1.0
7227.FBpp0070878	7227.FBpp0306150	1.0
7227.FBpp0083134	7227.FBpp0087118	1.0
7227.FBpp0072130	7227.FBpp0072745	1.0
7227.FBpp0070279	7227.FBpp0081845	1.0
7227.FBpp0305898	7227.FBpp0086348	1.0
7227.FBpp0077159	7227.FBpp0306150	1.0
7227.FBpp0071449	7227.FBpp0071497	1.0
7227.FBpp0072130	7227.FBpp0072142	1.0
7227.FBpp0073950	7227.FBpp0080051	1.0
7227.FBpp0073686	7227.FBpp0074565	1.0
7227.FBpp0071088	7227.FBpp0087609	1.0
7227.FBpp0071288	7227.FBpp0099686	1.0
7227.FBpp0081356	7227.FBpp0111294	1.0
7227.FBpp0082467	7227.FBpp0077742	1.0
7227.FBpp0081329	7227.FBpp0084775	1.0
7227.FBpp0110438	7227.FBpp0070389	1.0
7227.FBpp0078756	7227.FBpp0081350	1.0
7227.FBpp0075618	7227.FBpp0082019	1.0
7227.FBpp0073448	7227.FBpp0084623	1.0
7227.FBpp0099686	7227.FBpp0110412	1.0
7227.FBpp0079641	7227.FBpp0085619	1.0
7227.FBpp0072957	7227.FBpp0303429	1.0
7227.FBpp0078984	7227.FBpp0293345	1.0
7227.FBpp0076001	7227.FBpp0305722	1.0
7227.FBpp0070279	7227.FBpp0297239	1.0
7227.FBpp0078278	7227.FBpp0291495	1.0
7227.FBpp0084549	7227.FBpp0291414	1.0
7227.FBpp0079471	7227.FBpp0305079	1.0
7227.FBpp0081216	7227.FBpp0087350	1.0
7227.FBpp0305010	7227.FBpp0087127	1.0
7227.FBpp0082790	7227.FBpp0083646	1.0
7227.FBpp0074955	7227.FBpp0087376	1.0
7227.FBpp0070950	7227.FBpp0081683	1.0
7227.FBpp0082657	7227.FBpp0086795	1.0
7227.FBpp0080143	7227.FBpp0086872	1.0
7227.FBpp0303531	7227.FBpp0078134	1.0
7227.FBpp0099739	7227.FBpp0290578	1.0
7227.FBpp0078400	7227.FBpp0081324	1.0
7227.FBpp0070894	7227.FBpp0074856	1.0
7227.FBpp0083105	7227.FBpp0290578	1.0
7227.FBpp0076003	7227.FBpp0080121	1.0
7227.FBpp0083569	7227.FBpp0291479	1.0
7227.FBpp0072094	7227.FBpp0087609	1.0
7227.FBpp0293796	7227.FBpp0088527	1.0
7227.FBpp0075941	7227.FBpp0084616	1.0
7227.FBpp0074608	7227.FBpp0079641	1.0
7227.FBpp0072072	7227.FBpp0085223	1.0
7227.FBpp0077705	7227.FBpp0099776	1.0
7227.FBpp0083774	7227.FBpp0088689	1.0
7227.FBpp0305562	7227.FBpp0099990	1.0
7227.FBpp0082973	7227.FBpp0099686	1.0
7227.FBpp0074752	7227.FBpp0083148	1.0
7227.FBpp0087609	7227.FBpp0088242	1.0
7227.FBpp0077099	7227.FBpp0079304	1.0
7227.FBpp0071462	7227.FBpp0073762	1.0
7227.FBpp0087938	7227.FBpp0077742	1.0
7227.FBpp0071198	7227.FBpp0081001	1.0
7227.FBpp0099794	7227.FBpp0291061	1.0
7227.FBpp0076359	7227.FBpp0081324	1.0
7227.FBpp0076906	7227.FBpp0302797	1.0
7227.FBpp0087118	7227.FBpp0087569	1.0
7227.FBpp0072184	7227.FBpp0083168	1.0
7227.FBpp0071625	7227.FBpp0080121	1.0
7227.FBpp0081234	7227.FBpp0088040	1.0
7227.FBpp0070651	7227.FBpp0083134	1.0
7227.FBpp0099990	7227.FBpp0305303	1.0
7227.FBpp0089141	7227.FBpp0074180	1.0
7227.FBpp0087475	7227.FBpp0078807	1.0
7227.FBpp0074180	7227.FBpp0089133	1.0
7227.FBpp0082591	7227.FBpp0091155	1.0
7227.FBpp0112496	7227.FBpp0072570	1.0
7227.FBpp0073950	7227.FBpp0081683	1.0
7227.FBpp0112148	7227.FBpp0070117	1.0
7227.FBpp0073866	7227.FBpp0085295	1.0
7227.FBpp0078689	7227.FBpp0082019	1.0
7227.FBpp0076990	7227.FBpp0079306	1.0
7227.FBpp0306219	7227.FBpp0100184	1.0
7227.FBpp0089138	7227.FBpp0074180	1.0
7227.FBpp0071497	7227.FBpp0087094	1.0
7227.FBpp0071993	7227.FBpp0075631	1.0
7227.FBpp0076225	7227.FBpp0088569	1.0
7227.FBpp0083893	7227.FBpp0084113	1.0
7227.FBpp0088172	7227.FBpp0303260	1.0
7227.FBpp0080496	7227.FBpp0086468	1.0
7227.FBpp0075382	7227.FBpp0081488	1.0
7227.FBpp0070119	7227.FBpp0079293	1.0
7227.FBpp0073524	7227.FBpp0110438	1.0
7227.FBpp0083434	7227.FBpp0290265	1.0
7227.FBpp0081882	7227.FBpp0084630	1.0
7227.FBpp0082600	7227.FBpp0085888	1.0
7227.FBpp0089130	7227.FBpp0111505	1.0
7227.FBpp0074086	7227.FBpp0303780	1.0
7227.FBpp0078353	7227.FBpp0083766	1.0
7227.FBpp0075759	7227.FBpp0085902	1.0
7227.FBpp0074887	7227.FBpp0110438	1.0
7227.FBpp0079833	7227.FBpp0087204	1.0
7227.FBpp0074180	7227.FBpp0087340	1.0
7227.FBpp0079306	7227.FBpp0303780	1.0
7227.FBpp0084434	7227.FBpp0271846	1.0
7227.FBpp0078694	7227.FBpp0082412	1.0
7227.FBpp0292339	7227.FBpp0089133	1.0
7227.FBpp0110178	7227.FBpp0290948	1.0
7227.FBpp0082998	7227.FBpp0087938	1.0
7227.FBpp0081356	7227.FBpp0085619	1.0
7227.FBpp0081599	7227.FBpp0291479	1.0
7227.FBpp0304096	7227.FBpp0111448	1.0
7227.FBpp0073177	7227.FBpp0303634	1.0
7227.FBpp0075104	7227.FBpp0089133	1.0
7227.FBpp0070894	7227.FBpp0087277	1.0
7227.FBpp0077147	7227.FBpp0303279	1.0
7227.FBpp0075259	7227.FBpp0070042	1.0
7227.FBpp0075068	7227.FBpp0075382	1.0
7227.FBpp0071497	7227.FBpp0085165	1.0
7227.FBpp0070119	7227.FBpp0087509	1.0
7227.FBpp0082867	7227.FBpp0083659	1.0
7227.FBpp0074285	7227.FBpp0079472	1.0
7227.FBpp0081600	7227.FBpp0290641	1.0
7227.FBpp0073781	7227.FBpp0074906	1.0
7227.FBpp0074414	7227.FBpp0293061	1.0
7227.FBpp0076872	7227.FBpp0084240	1.0
7227.FBpp0071771	7227.FBpp0082232	1.0
7227.FBpp0071587	7227.FBpp0083377	1.0
7227.FBpp0083415	7227.FBpp0085359	1.0
7227.FBpp0073906	7227.FBpp0075941	1.0
7227.FBpp0074288	7227.FBpp0083912	1.0
7227.FBpp0075096	7227.FBpp0083434	1.0
7227.FBpp0071681	7227.FBpp0072446	1.0
7227.FBpp0071587	7227.FBpp0088242	1.0
7227.FBpp0080051	7227.FBpp0100181	1.0
7227.FBpp0074414	7227.FBpp0088040	1.0
7227.FBpp0301225	7227.FBpp0084067	1.0
7227.FBpp0086010	7227.FBpp0087094	1.0
7227.FBpp0078664	7227.FBpp0082062	1.0
7227.FBpp0075941	7227.FBpp0085893	1.0
7227.FBpp0071954	7227.FBpp0079538	1.0
7227.FBpp0099990	7227.FBpp0078656	1.0
7227.FBpp0070396	7227.FBpp0073674	1.0
7227.FBpp0078008	7227.FBpp0081673	1.0
7227.FBpp0076990	7227.FBpp0083573	1.0
7227.FBpp0297249	7227.FBpp0088337	1.0
