protein1,protein2,experimental
YBR181C,YHR069C,852
YBR181C,YER074W,937
YBR181C,YCL031C,923
YBR181C,YPR041W,868
YBR181C,YLR129W,897
YBR181C,YDR450W,907
YBR181C,YPL081W,907
YBR181C,YMR143W,874
YBR181C,YJL109C,933
YBR181C,YOR361C,923
YBR181C,YHR196W,878
YBR181C,YLR249W,861
YBR181C,YOL121C,907
YBR181C,YKR094C,872
YBR181C,YJR145C,937
YBR181C,YIL018W,874
YBR181C,YNL132W,924
YBR181C,YER102W,874
YBR181C,YMR093W,926
YBR181C,YNL207W,951
YBR181C,YLR186W,923
YBR181C,YIL148W,872
YBR181C,YJL069C,923
YBR181C,YDR385W,959
YBR181C,YJL177W,874
YBR181C,YEL026W,924
YBR181C,YGL189C,907
YBR181C,YNL162W,835
YBR181C,YOR145C,917
YBR181C,YOR182C,875
YBR181C,YCR057C,923
YBR181C,YLR367W,874
YBR181C,YEL054C,874
YBR181C,YGL173C,852
YBR181C,YNL244C,873
YBR181C,YLL011W,924
YBR181C,YDR012W,874
YBR181C,YHR203C,937
YBR181C,YPL217C,971
YBR181C,YIL161W,800
YBR181C,YDR500C,874
YBR181C,YCR035C,800
YBR181C,YLL045C,874
YBR181C,YGL031C,907
YBR181C,YIL069C,937
YBR181C,YML026C,874
YBR181C,YGL135W,875
YBR181C,YBL092W,942
YBR181C,YNL232W,820
YBR181C,YLR398C,884
YBR181C,YGL030W,942
YBR181C,YPL126W,923
YBR181C,YPR072W,800
YBR181C,YPL131W,944
YBR181C,YOR310C,924
YBR181C,YNL075W,897
YBR181C,YKL143W,954
YBR181C,YLR029C,910
YBR181C,YLR388W,916
YBR181C,YIL052C,875
YBR181C,YHL033C,907
YBR181C,YJL189W,922
YBR181C,YPR043W,874
YBR181C,YMR146C,880
YBR181C,YNL302C,874
YBR181C,YOR063W,942
YBR181C,YLR051C,923
YBR181C,YDR449C,923
YBR181C,YER117W,874
YBR181C,YMR194W,907
YBR181C,YKR057W,867
YBR181C,YBR247C,971
YBR185C,YLR439W,758
YBR186W,YJL030W,712
YBR188C,YGR278W,800
YBR188C,YPL213W,920
YBR188C,YGR074W,800
YBR188C,YDR364C,800
YBR188C,YGR006W,800
YBR188C,YNL245C,872
YBR188C,YDL209C,944
YBR188C,YAL032C,800
YBR188C,YDR163W,800
YBR188C,YPR182W,800
YBR188C,YBR065C,800
YBR188C,YIR009W,800
YBR188C,YER172C,800
YBR188C,YLL036C,944
YBR188C,YPR101W,944
YBR188C,YPL151C,944
YBR188C,YMR213W,944
YBR188C,YLR117C,944
YBR188C,YER029C,918
YBR188C,YDR482C,800
YBR188C,YHR165C,800
YBR188C,YFL017W-A,800
YBR188C,YKL095W,886
YBR188C,YOR159C,800
YBR188C,YKR086W,944
YBR188C,YLR147C,800
YBR188C,YDR088C,800
YBR188C,YCR063W,800
YBR188C,YDR416W,944
YBR188C,YJR050W,944
YBR188C,YKL173W,800
YBR188C,YLR275W,800
YBR188C,YGR129W,944
YBR189W,YGR027C,875
YBR189W,YKL180W,874
YBR189W,YBL087C,874
YBR189W,YDL082W,875
YBR189W,YPL220W,875
YBR189W,YLR264W,874
YBR189W,YLR287C-A,873
YBR189W,YPL198W,875
YBR189W,YML024W,874
YBR189W,YGR090W,862
YBR189W,YER074W,873
YBR189W,YDR450W,874
YBR189W,YPL081W,734
YBR189W,YMR143W,874
YBR189W,YOR361C,832
YBR189W,YOL121C,874
YBR189W,YHR196W,769
YBR189W,YJL190C,873
YBR189W,YGR214W,881
YBR189W,YMR116C,921
YBR189W,YPL143W,874
YBR189W,YDL184C,800
YBR189W,YFR031C-A,874
YBR189W,YJL191W,874
YBR189W,YOR369C,922
YBR189W,YER131W,874
YBR189W,YBL072C,874
YBR189W,YIL069C,873
YBR189W,YML026C,874
YBR189W,YGL135W,875
YBR189W,YBL092W,922
YBR189W,YGL030W,922
YBR189W,YPL131W,922
YBR189W,YBR181C,874
YBR189W,YOR310C,862
YBR189W,YKL143W,766
YBR189W,YLR029C,874
YBR189W,YLR388W,874
YBR189W,YIL052C,875
YBR189W,YJL189W,922
YBR189W,YHL033C,874
YBR189W,YPR043W,874
YBR189W,YMR146C,832
YBR189W,YOR063W,922
YBR189W,YER117W,874
YBR189W,YMR194W,874
YBR189W,YKR057W,813
YBR189W,YBR247C,863
YBR189W,YKR094C,872
YBR189W,YJR145C,873
YBR189W,YIL018W,874
YBR189W,YER102W,874
YBR189W,YNL207W,766
YBR189W,YIL148W,872
YBR189W,YDR385W,873
YBR189W,YJL177W,874
YBR189W,YGL189C,874
YBR189W,YNL162W,835
YBR189W,YOR182C,873
YBR189W,YCR057C,855
YBR189W,YDR012W,874
YBR189W,YNL244C,835
YBR189W,YHR203C,873
YBR189W,YDR500C,874
YBR189W,YLL045C,874
YBR189W,YGL031C,874
YBR189W,YBR084C-A,874
YBR189W,YER025W,854
YBR189W,YLR340W,922
YBR189W,YGL103W,922
YBR189W,YJR094W-A,874
YBR189W,YML063W,874
YBR189W,YLR075W,922
YBR189W,YMR121C,874
YBR189W,YOR133W,873
YBR189W,YOL040C,922
YBR189W,YMR242C,874
YBR189W,YFR032C-A,922
YBR189W,YIL133C,907
YBR189W,YJL136C,922
YBR189W,YER056C-A,875
YBR189W,YKL156W,874
YBR189W,YHR141C,835
YBR189W,YPL237W,835
YBR189W,YLR325C,922
YBR189W,YDL191W,874
YBR189W,YOL127W,922
YBR189W,YLR167W,922
YBR189W,YLR344W,874
YBR189W,YNL178W,922
YBR189W,YHL015W,922
YBR189W,YDL133C-A,800
YBR189W,YNL301C,874
YBR189W,YOR293W,874
YBR189W,YGR034W,874
YBR189W,YGL123W,921
YBR189W,YDR025W,874
YBR189W,YPR102C,874
YBR189W,YPL249C-A,874
YBR189W,YDR064W,922
YBR189W,YBR191W,874
YBR189W,YPL090C,874
YBR189W,YOR167C,874
YBR189W,YBL027W,874
YBR189W,YDL075W,874
YBR189W,YOL120C,874
YBR189W,YOR096W,874
YBR189W,YHL001W,874
YBR189W,YDL083C,874
YBR189W,YGR148C,874
YBR189W,YBR048W,874
YBR189W,YBR079C,835
YBR189W,YHR021C,874
YBR189W,YDR447C,874
YBR189W,YLR185W,874
YBR189W,YGR085C,874
YBR189W,YCR031C,874
YBR189W,YPR132W,874
YBR189W,YMR260C,896
YBR189W,YDR429C,824
YBR189W,YAL035W,886
YBR189W,YJR123W,921
YBR189W,YMR309C,835
YBR189W,YKL006W,874
YBR189W,YJR007W,835
YBR189W,YBR031W,874
YBR189W,YLR048W,874
YBR189W,YML073C,874
YBR189W,YLR061W,874
YBR189W,YOR312C,874
YBR189W,YGR118W,874
YBR189W,YNL067W,874
YBR189W,YDL136W,874
YBR189W,YHR010W,874
YBR191W,YKR094C,872
YBR191W,YJL122W,852
YBR191W,YIR026C,800
YBR191W,YKL009W,875
YBR191W,YCL054W,819
YBR191W,YLR185W,875
YBR191W,YER102W,874
YBR191W,YIL018W,875
YBR191W,YDR447C,874
YBR191W,YJR145C,875
YBR191W,YHR052W,819
YBR191W,YGR085C,875
YBR191W,YOR091W,852
YBR191W,YIL148W,872
YBR191W,YNL001W,819
YBR191W,YJL177W,875
YBR191W,YDR385W,950
YBR191W,YOR001W,800
YBR191W,YPR132W,875
YBR191W,YGL076C,937
YBR191W,YCR031C,907
YBR191W,YAL035W,872
YBR191W,YJR123W,969
YBR191W,YGL189C,875
YBR191W,YBR031W,875
YBR191W,YKL006W,875
YBR191W,YDL040C,800
YBR191W,YHR170W,830
YBR191W,YLR448W,875
YBR191W,YNL162W,835
YBR191W,YOR312C,937
YBR191W,YLR061W,875
YBR191W,YML073C,875
YBR191W,YNL002C,835
YBR191W,YLR048W,874
YBR191W,YPR189W,800
YBR191W,YOR182C,875
YBR191W,YGR118W,875
YBR191W,YNR053C,870
YBR191W,YDR012W,875
YBR191W,YPL211W,819
YBR191W,YEL054C,875
YBR191W,YGR245C,800
YBR191W,YGL173C,800
YBR191W,YAL036C,800
YBR191W,YHR203C,875
YBR191W,YNL067W,875
YBR191W,YDL136W,875
YBR191W,YDR049W,800
YBR191W,YHR010W,875
YBR191W,YGL111W,819
YBR191W,YDR500C,875
YBR191W,YIL161W,800
YBR191W,YGL031C,875
YBR191W,YLL045C,875
YBR191W,YDR412W,800
YBR191W,YML026C,874
YBR191W,YPL146C,944
YBR191W,YIL069C,875
YBR191W,YOR206W,819
YBR191W,YPR102C,875
YBR191W,YBR189W,874
YBR191W,YGL195W,823
YBR191W,YGL135W,875
YBR191W,YGL030W,922
YBR191W,YLR009W,912
YBR191W,YBL092W,922
YBR191W,YLR398C,800
YBR191W,YPL249C-A,875
YBR191W,YJL050W,800
YBR191W,YGL099W,824
YBR191W,YPL093W,893
YBR191W,YDR064W,942
YBR191W,YBR181C,907
YBR191W,YPL131W,922
YBR191W,YPR072W,800
YBR191W,YDR101C,925
YBR191W,YKR084C,819
YBR191W,YHR197W,800
YBR191W,YPL090C,874
YBR191W,YLR029C,875
YBR191W,YAL025C,819
YBR191W,YBL027W,875
YBR191W,YOR167C,875
YBR191W,YHL033C,875
YBR191W,YJL189W,922
YBR191W,YIL052C,875
YBR191W,YDL075W,907
YBR191W,YLR388W,875
YBR191W,YOL077C,819
YBR191W,YPR043W,875
YBR191W,YOR096W,907
YBR191W,YNL302C,874
YBR191W,YOL120C,875
YBR191W,YDL083C,875
YBR191W,YHL001W,875
YBR191W,YOR063W,922
YBR191W,YBR048W,875
YBR191W,YGR148C,875
YBR191W,YGL029W,800
YBR191W,YMR194W,875
YBR191W,YER117W,875
YBR191W,YOL039W,849
YBR191W,YNL069C,875
YBR191W,YKR057W,809
YBR191W,YHR021C,874
YBR191W,YJL190C,907
YBR191W,YPR016C,922
YBR191W,YNL023C,800
YBR191W,YDL191W,875
YBR191W,YGR214W,907
YBR191W,YLR325C,922
YBR191W,YKL172W,819
YBR191W,YMR116C,974
YBR191W,YOL127W,942
YBR191W,YEL034W,936
YBR191W,YHR081W,800
YBR191W,YDR418W,875
YBR191W,YLR167W,922
YBR191W,YLR344W,907
YBR191W,YDR087C,824
YBR191W,YKR081C,852
YBR191W,YNL178W,942
YBR191W,YER126C,901
YBR191W,YMR290C,866
YBR191W,YPL143W,875
YBR191W,YHL015W,942
YBR191W,YDL133C-A,800
YBR191W,YBL028C,819
YBR191W,YLR387C,823
YBR191W,YDL081C,850
YBR191W,YDL184C,800
YBR191W,YNL301C,875
YBR191W,YOR293W,907
YBR191W,YGL213C,800
YBR191W,YOR298C-A,824
YBR191W,YER036C,800
YBR191W,YFR031C-A,875
YBR191W,YGR169C-A,819
YBR191W,YGR034W,874
YBR191W,YLR150W,901
YBR191W,YFL002C,803
YBR191W,YJL191W,874
YBR191W,YGL123W,942
YBR191W,YLR106C,800
YBR191W,YOR369C,942
YBR191W,YBL072C,907
YBR191W,YFR001W,800
YBR191W,YER131W,875
YBR191W,YDR025W,875
YBR191W,YNL061W,819
YBR191W,YNL135C,800
YBR191W,YBR084C-A,875
YBR191W,YOR272W,819
YBR191W,YPL226W,812
YBR191W,YGL103W,922
YBR191W,YBL087C,875
YBR191W,YHR013C,800
YBR191W,YLR340W,922
YBR191W,YKL180W,875
YBR191W,YGR027C,875
YBR191W,YDL061C,875
YBR191W,YDL082W,875
YBR191W,YLR441C,907
YBR191W,YJR094W-A,875
YBR191W,YOR294W,800
YBR191W,YML063W,874
YBR191W,YLR264W,875
YBR191W,YEL057C,800
YBR191W,YPL220W,875
YBR191W,YLR287C-A,875
YBR191W,YPL198W,873
YBR191W,YGR103W,819
YBR191W,YLR075W,922
YBR191W,YML024W,907
YBR191W,YOR253W,800
YBR191W,YGL147C,875
YBR191W,YMR049C,819
YBR191W,YNL110C,819
YBR191W,YHR085W,800
YBR191W,YMR121C,875
YBR191W,YCR072C,800
YBR191W,YER074W,875
YBR191W,YOL040C,942
YBR191W,YOR133W,873
YBR191W,YLR397C,800
YBR191W,YLR074C,870
YBR191W,YFR032C-A,922
YBR191W,YHR088W,865
YBR191W,YMR242C,937
YBR191W,YLR002C,819
YBR191W,YER006W,821
YBR191W,YDR450W,907
YBR191W,YIL133C,875
YBR191W,YKL156W,907
YBR191W,YJL136C,922
YBR191W,YER056C-A,875
YBR191W,YPL081W,907
YBR191W,YGR173W,800
YBR191W,YBR267W,823
YBR191W,YMR143W,875
YBR191W,YER002W,819
YBR191W,YNL182C,800
YBR191W,YHR141C,835
YBR191W,YOL121C,907
YBR191W,YLR249W,812
YBR193C,YGR186W,800
YBR193C,YDR404C,800
YBR193C,YDL140C,852
YBR193C,YGL151W,706
YBR193C,YKL028W,800
YBR193C,YOR174W,935
YBR193C,YNR010W,934
YBR193C,YHR058C,969
YBR193C,YKR062W,800
YBR193C,YGL070C,800
YBR193C,YIL021W,860
YBR193C,YPR187W,800
YBR193C,YER148W,852
YBR193C,YNL236W,705
YBR193C,YDR308C,935
YBR193C,YOL005C,800
YBR193C,YGR005C,826
YBR193C,YER171W,800
YBR193C,YHR143W-A,800
YBR193C,YOR210W,800
YBR193C,YIL143C,800
YBR193C,YHR041C,919
YBR193C,YPR086W,803
YBR193C,YDR460W,800
YBR193C,YPR168W,935
YBR193C,YOR151C,800
YBR193C,YPR056W,800
YBR193C,YOL135C,934
YBR193C,YBR253W,968
YBR193C,YMR112C,968
YBR193C,YJL140W,900
YBR193C,YBR154C,800
YBR193C,YKL058W,800
YBR193C,YGR104C,964
YBR193C,YDR079C-A,800
YBR193C,YBL093C,935
YBR193C,YGL127C,967
YBR193C,YPL122C,800
YBR193C,YLR071C,938
YBR193C,YER022W,968
YBR193C,YLR005W,800
YBR193C,YOR194C,800
YBR193C,YOR224C,800
YBR193C,YPL129W,860
YBR195C,YML102W,756
YBR195C,YPR018W,711
YBR198C,YPL254W,983
YBR198C,YMR005W,909
YBR198C,YHR099W,987
YBR198C,YMR227C,862
YBR198C,YCR042C,909
YBR198C,YER148W,909
YBR198C,YML114C,894
YBR198C,YDR176W,865
YBR198C,YOL148C,967
YBR198C,YDR392W,985
YBR198C,YGR252W,720
YBR198C,YPL011C,734
YBR198C,YDR145W,978
YBR198C,YBR081C,980
YBR198C,YDR167W,989
YBR198C,YML098W,829
YBR198C,YGL066W,979
YBR198C,YMR236W,989
YBR198C,YGL112C,989
YBR198C,YDR448W,745
YBR198C,YMR223W,794
YBR198C,YML015C,855
YBR198C,YGR274C,909
YBR200W,YAL041W,968
YBR200W,YER114C,706
YBR200W,YHL007C,960
YBR201W,YDL126C,757
YBR201W,YDR057W,743
YBR201W,YLR207W,946
YBR201W,YBR170C,734
YBR201W,YOL013C,973
YBR201W,YML013W,742
YBR201W,YML029W,972
YBR201W,YGR048W,734
YBR202W,YOR080W,886
YBR202W,YLR103C,957
YBR202W,YJL106W,734
YBR202W,YOL146W,978
YBR202W,YLR274W,972
YBR202W,YEL032W,972
YBR202W,YPR019W,972
YBR202W,YLL004W,823
YBR202W,YDR052C,891
YBR202W,YPR175W,832
YBR202W,YML065W,973
YBR202W,YBL023C,957
YBR202W,YHR118C,800
YBR202W,YNL273W,921
YBR202W,YPR162C,887
YBR202W,YMR048W,956
YBR202W,YJL194W,972
YBR202W,YBR060C,947
YBR202W,YJR046W,945
YBR202W,YDR328C,800
YBR202W,YNL262W,835
YBR202W,YDL017W,898
YBR202W,YJL072C,979
YBR202W,YGL201C,972
YBR202W,YNL261W,810
YBR202W,YDR013W,978
YBR202W,YDR489W,983
YBR202W,YPR135W,904
YBR207W,YER145C,734
YBR211C,YLR381W,886
YBR211C,YKL049C,886
YBR211C,YDR225W,886
YBR211C,YDR383C,943
YBR211C,YPR046W,938
YBR211C,YDR254W,969
YBR211C,YNL030W,800
YBR211C,YGR179C,969
YBR211C,YBL002W,886
YBR211C,YBR009C,886
YBR211C,YBL003C,800
YBR211C,YBR107C,938
YBR211C,YDR318W,938
YBR211C,YPL018W,969
YBR211C,YDR224C,800
YBR211C,YLR315W,969
YBR211C,YJR135C,938
YBR211C,YKL089W,886
YBR215W,YJR140C,705
YBR215W,YBL008W,705
YBR215W,YOR038C,705
YBR217W,YMR159C,955
YBR217W,YPL149W,992
YBR217W,YNR007C,925
YBR217W,YGL180W,734
YBR218C,YGL062W,734
YBR221C,YGR193C,840
YBR221C,YER178W,889
YBR221C,YFL018C,718
YBR221C,YNL071W,840
YBR225W,YGL197W,705
YBR225W,YLR310C,705
YBR228W,YLR135W,962
YBR228W,YKL013C,821
YBR229C,YDR221W,909
YBR231C,YDR190C,703
YBR231C,YDR485C,704
YBR231C,YML041C,705
YBR231C,YLR385C,705
YBR231C,YGR002C,717
YBR231C,YAL011W,705
YBR231C,YDR334W,716
YBR233W-A,YNL059C,712
YBR233W-A,YGR113W,862
YBR233W-A,YDL202W,712
YBR233W-A,YKR037C,726
YBR233W-A,YKR083C,704
YBR234C,YKL013C,951
YBR234C,YIL062C,951
YBR234C,YNR035C,950
YBR234C,YJR065C,946
YBR234C,YLR370C,946
YBR234C,YDL029W,946
YBR237W,YPL178W,734
YBR237W,YPL213W,889
YBR237W,YMR288W,958
YBR237W,YLR275W,950
YBR237W,YLR147C,824
YBR237W,YDL030W,976
YBR237W,YML049C,954
YBR237W,YIR009W,834
YBR237W,YOR319W,837
YBR237W,YKL074C,716
YBR237W,YBR119W,802
YBR237W,YJL203W,954
YBR237W,YLR116W,736
YBR237W,YPR094W,832
YBR237W,YKL012W,944
YBR237W,YLR298C,802
YBR237W,YDL087C,800
YBR237W,YDL043C,957
YBR237W,YOR159C,835
YBR237W,YML046W,800
YBR237W,YIL061C,800
YBR237W,YFL017W-A,832
YBR237W,YER029C,946
YBR237W,YGR013W,940
YBR237W,YGR074W,953
YBR237W,YDR235W,800
YBR237W,YPR182W,832
YBR237W,YNL138W-A,953
YBR237W,YDR240C,944
YBR237W,YMR125W,716
YBR237W,YHR086W,802
YBR237W,YMR240C,951
YBR238C,YBL085W,702
YBR245C,YFR013W,972
YBR245C,YBL003C,921
YBR245C,YBL002W,722
YBR245C,YNL031C,917
YBR245C,YGL133W,706
YBR245C,YLR095C,728
YBR245C,YBR010W,953
YBR245C,YBR009C,953
YBR245C,YNL030W,918
YBR247C,YLR186W,957
YBR247C,YMR093W,957
YBR247C,YNL207W,950
YBR247C,YNL132W,957
YBR247C,YDR447C,768
YBR247C,YJR145C,896
YBR247C,YDR299W,968
YBR247C,YER102W,897
YBR247C,YBR031W,780
YBR247C,YNR024W,800
YBR247C,YGL189C,734
YBR247C,YJR123W,983
YBR247C,YJL069C,957
YBR247C,YCR031C,971
YBR247C,YPR132W,897
YBR247C,YOR001W,919
YBR247C,YEL026W,963
YBR247C,YLL011W,957
YBR247C,YGR118W,931
YBR247C,YCR057C,957
YBR247C,YOR182C,828
YBR247C,YLR367W,957
YBR247C,YPL266W,960
YBR247C,YLR048W,768
YBR247C,YIL127C,800
YBR247C,YOR145C,957
YBR247C,YDL111C,904
YBR247C,YGR280C,734
YBR247C,YOL021C,888
YBR247C,YCR035C,872
YBR247C,YPL217C,957
YBR247C,YER082C,957
YBR247C,YOL142W,872
YBR247C,YKL078W,745
YBR247C,YHR203C,971
YBR247C,YJL050W,904
YBR247C,YNL232W,895
YBR247C,YPL126W,968
YBR247C,YBR189W,863
YBR247C,YPR102C,734
YBR247C,YIL069C,897
YBR247C,YML026C,897
YBR247C,YOR167C,898
YBR247C,YPL090C,897
YBR247C,YKL143W,972
YBR247C,YPL012W,898
YBR247C,YNL075W,957
YBR247C,YOR310C,980
YBR247C,YBR181C,971
YBR247C,YDR064W,983
YBR247C,YLR051C,968
YBR247C,YDL083C,972
YBR247C,YDL148C,957
YBR247C,YOR096W,971
YBR247C,YNL302C,863
YBR247C,YOR056C,957
YBR247C,YPR144C,957
YBR247C,YLR388W,900
YBR247C,YOR287C,734
YBR247C,YHR021C,896
YBR247C,YKR057W,944
YBR247C,YGR145W,968
YBR247C,YHR148W,979
YBR247C,YDR449C,957
YBR247C,YBR048W,971
YBR247C,YML093W,959
YBR247C,YDL060W,957
YBR247C,YDL014W,957
YBR247C,YGR081C,734
YBR247C,YGR158C,800
YBR247C,YKR060W,915
YBR247C,YMR116C,906
YBR247C,YGR214W,951
YBR247C,YGR128C,944
YBR247C,YER127W,957
YBR247C,YJL190C,969
YBR247C,YDR339C,968
YBR247C,YOR078W,944
YBR247C,YGR195W,904
YBR247C,YMR230W,734
YBR247C,YMR128W,946
YBR247C,YDR324C,979
YBR247C,YHL015W,944
YBR247C,YDL153C,957
YBR247C,YNL178W,972
YBR247C,YLR167W,897
YBR247C,YMR229C,952
YBR247C,YHR081W,800
YBR247C,YOR293W,734
YBR247C,YDR398W,981
YBR247C,YNL096C,863
YBR247C,YDR280W,904
YBR247C,YNL224C,734
YBR247C,YJR002W,957
YBR247C,YDR025W,897
YBR247C,YBL072C,971
YBR247C,YOR369C,986
YBR247C,YGL123W,954
YBR247C,YKL099C,968
YBR247C,YLR222C,968
YBR247C,YJL191W,971
YBR247C,YPR137W,957
YBR247C,YLR441C,971
YBR247C,YGR027C,883
YBR247C,YGR095C,872
YBR247C,YML024W,951
YBR247C,YGR090W,957
YBR247C,YLR075W,734
YBR247C,YNR054C,734
YBR247C,YLR409C,957
YBR247C,YLR287C-A,828
YBR247C,YCL059C,957
YBR247C,YBL004W,957
YBR247C,YML063W,863
YBR247C,YLR264W,919
YBR247C,YCL031C,957
YBR247C,YOL040C,954
YBR247C,YER074W,971
YBR247C,YOL010W,973
YBR247C,YIL019W,918
YBR247C,YLR197W,968
YBR247C,YHR069C,872
YBR247C,YJL109C,957
YBR247C,YOL121C,971
YBR247C,YHR196W,950
YBR247C,YMR143W,899
YBR247C,YPL081W,971
YBR247C,YKL156W,923
YBR247C,YJL136C,954
YBR247C,YLR129W,957
YBR247C,YDR450W,971
YBR251W,YGR076C,830
YBR251W,YHR059W,909
YBR251W,YNR036C,986
YBR251W,YOL127W,722
YBR251W,YCR071C,964
YBR251W,YGR084C,934
YBR251W,YDR237W,835
YBR251W,YKL167C,825
YBR251W,YDR347W,938
YBR251W,YDR462W,956
YBR251W,YPL226W,825
YBR251W,YNL005C,964
YBR251W,YKR085C,830
YBR251W,YNL177C,964
YBR251W,YMR286W,956
YBR251W,YOL040C,723
YBR251W,YHR147C,924
YBR251W,YBL038W,964
YBR251W,YDR337W,987
YBR251W,YHL004W,992
YBR251W,YEL050C,964
YBR251W,YDR322W,877
YBR251W,YNR037C,973
YBR251W,YPL118W,943
YBR251W,YPL183W-A,964
YBR251W,YMR158W,938
YBR251W,YPR166C,973
YBR251W,YGR215W,978
YBR251W,YCR046C,964
YBR251W,YKL138C,808
YBR251W,YKR006C,800
YBR251W,YNR022C,800
YBR251W,YNL252C,964
YBR251W,YNL284C,964
YBR251W,YDR296W,800
YBR251W,YML025C,964
YBR251W,YDL045W-A,923
YBR251W,YBR282W,964
YBR251W,YKL155C,973
YBR251W,YGR165W,972
YBR251W,YDR115W,956
YBR251W,YBR122C,830
YBR251W,YIL093C,972
YBR251W,YLR439W,964
YBR251W,YML009C,964
YBR251W,YCR003W,956
YBR251W,YNL185C,825
YBR251W,YNL122C,811
YBR251W,YDR175C,992
YBR251W,YMR188C,943
YBR251W,YPR100W,964
YBR251W,YDR041W,992
YBR251W,YGR150C,955
YBR251W,YJL096W,830
YBR251W,YJL063C,964
YBR251W,YER050C,985
YBR251W,YLR249W,825
YBR251W,YJR113C,987
YBR251W,YMR193W,934
YBR251W,YGL129C,987
YBR251W,YDL202W,793
YBR251W,YOR150W,964
YBR251W,YOR158W,935
YBR251W,YPL173W,812
YBR251W,YBR146W,987
YBR251W,YMR024W,956
YBR251W,YKL003C,986
YBR251W,YNL306W,987
YBR251W,YLR312W-A,800
YBR251W,Q0140,925
YBR251W,YGR220C,964
YBR251W,YKL170W,835
YBR251W,YDR494W,851
YBR251W,YNL014W,825
YBR251W,YNL081C,883
YBR251W,YJR101W,944
YBR251W,YBL090W,944
YBR251W,YNL137C,973
YBR251W,YDR036C,986
YBR251W,YGL068W,765
YBR251W,YDR405W,964
YBR251W,YPL013C,986
YBR253W,YOR194C,800
YBR253W,YOR224C,800
YBR253W,YPL129W,895
YBR253W,YPL122C,800
YBR253W,YLR071C,935
YBR253W,YER022W,970
YBR253W,YLR005W,800
YBR253W,YBL093C,936
YBR253W,YGL127C,938
YBR253W,YBR193C,968
YBR253W,YBR154C,800
YBR253W,YKL058W,800
YBR253W,YGR104C,934
YBR253W,YDR079C-A,800
YBR253W,YJL140W,800
YBR253W,YMR112C,972
YBR253W,YPR168W,936
YBR253W,YOR151C,800
YBR253W,YPR056W,919
YBR253W,YOL135C,934
YBR253W,YIL143C,800
YBR253W,YHR041C,934
YBR253W,YPR086W,859
YBR253W,YDR460W,800
YBR253W,YHR143W-A,800
YBR253W,YOR210W,800
YBR253W,YGR005C,866
YBR253W,YER171W,800
YBR253W,YDR308C,937
YBR253W,YOL005C,800
YBR253W,YGL025C,705
YBR253W,YPR187W,800
YBR253W,YER148W,800
YBR253W,YOR174W,935
YBR253W,YNR010W,934
YBR253W,YHR058C,969
YBR253W,YGL070C,800
YBR253W,YKR062W,800
YBR253W,YIL021W,800
YBR253W,YDL140C,905
YBR253W,YPR070W,705
YBR253W,YKL028W,800
YBR253W,YGR186W,800
YBR253W,YDR404C,800
YBR254C,YML077W,967
YBR254C,YDR407C,968
YBR254C,YGL210W,800
YBR254C,YMR218C,939
YBR254C,YKR068C,992
YBR254C,YDR472W,972
YBR254C,YDR108W,989
YBR254C,YFL038C,886
YBR254C,YOR115C,965
YBR254C,YDR246W,967
YBR254C,YGR166W,935
YBR254C,YEL048C,942
YBR257W,YIR015W,972
YBR257W,YDR478W,972
YBR257W,YAL033W,957
YBR257W,YLR145W,972
YBR257W,YHR062C,972
YBR257W,YNL221C,972
YBR257W,YBL018C,957
YBR257W,YNL282W,972
YBR257W,YGR030C,944
YBR257W,YBR167C,944
YBR258C,YHR119W,705
YBR258C,YDR469W,705
YBR258C,YLR015W,704
YBR258C,YBR175W,704
YBR260C,YGR196C,734
YBR267W,YDL136W,823
YBR267W,YFR031C-A,823
YBR267W,YHR010W,823
YBR267W,YGL031C,929
YBR267W,YNL162W,812
YBR267W,YHR170W,948
YBR267W,YNL301C,823
YBR267W,YML073C,823
YBR267W,YLR061W,929
YBR267W,YOR312C,823
YBR267W,YIL148W,809
YBR267W,YGL076C,822
YBR267W,YLR344W,869
YBR267W,YKL006W,823
YBR267W,YBR031W,823
YBR267W,YPL143W,823
YBR267W,YPR016C,906
YBR267W,YIR026C,882
YBR267W,YKR094C,809
YBR267W,YIL018W,823
YBR267W,YLR325C,829
YBR267W,YDL191W,823
YBR267W,YLR185W,823
YBR267W,YOL127W,874
YBR267W,YIL133C,819
YBR267W,YER117W,823
YBR267W,YMR194W,823
YBR267W,YER056C-A,823
YBR267W,YNL069C,819
YBR267W,YHR141C,812
YBR267W,YDL075W,869
YBR267W,YGL147C,823
YBR267W,YHL033C,899
YBR267W,YJL189W,829
YBR267W,YPR043W,820
YBR267W,YOL120C,823
YBR267W,YMR242C,830
YBR267W,YOR063W,873
YBR267W,YKR048C,707
YBR267W,YFR032C-A,829
YBR267W,YPL131W,830
YBR267W,YDR101C,941
YBR267W,YBR191W,823
YBR267W,YLR075W,824
YBR267W,YBL027W,823
YBR267W,YLR029C,823
YBR267W,YBR084C-A,823
YBR267W,YPR102C,823
YBR267W,YKL180W,914
YBR267W,YGL103W,829
YBR267W,YLR340W,800
YBR267W,YBL087C,874
YBR267W,YBL092W,824
YBR267W,YJR094W-A,867
YBR267W,YGL099W,945
YBR267W,YGL030W,829
YBR267W,YDL082W,812
YBR268W,YNL005C,799
YBR268W,YJL063C,791
YBR268W,YDR462W,791
YBR268W,YPR100W,791
YBR268W,YKL167C,791
YBR268W,YMR286W,797
