protein1,protein2,experimental
A0A1D8PQU3,Q9B8D2,786
A0A1D8PQU3,A0A1D8PE69,832
A0A1D8PQU3,A0A1D8PJA6,832
A0A1D8PQU3,A0A1D8PJ73,832
A0A1D8PQW1,A0A1D8PRH6,832
A0A1D8PQW1,A0A1D8PP77,759
A0A1D8PQW1,Q5A6S2,832
A0A1D8PQW1,Q5AJZ5,832
A0A1D8PQW1,A0A1D8PK85,832
A0A1D8PQW1,A0A1D8PSS4,832
A0A1D8PQW1,A0A1D8PNC8,832
A0A1D8PQW1,Q59Z65,832
A0A1D8PQW1,Q59PZ1,832
A0A1D8PQW1,Q59X29,727
A0A1D8PQW1,A0A1D8PTY6,832
A0A1D8PQW1,A0A1D8PFL7,741
A0A1D8PQW1,A0A1D8PLK1,832
A0A1D8PQW1,A0A1D8PU67,832
A0A1D8PQW1,A0A1D8PFZ8,783
A0A1D8PQW1,A0A1D8PRB6,832
A0A1D8PQW1,A0A1D8PMQ4,809
A0A1D8PQW1,A0A1D8PJ20,832
A0A1D8PQW1,Q5AEB8,832
A0A1D8PQY9,Q59LZ9,781
A0A1D8PR41,A0A1D8PRI7,816
A0A1D8PR41,A0A1D8PN56,832
A0A1D8PR41,A0A1D8PNZ8,832
A0A1D8PR50,A0A1D8PNP9,832
A0A1D8PR50,A0A1D8PSP7,832
A0A1D8PR50,A0A1D8PTG5,832
A0A1D8PR50,A0A1D8PNJ9,832
A0A1D8PR50,A0A1D8PRP0,832
A0A1D8PR50,A0A1D8PTV1,832
A0A1D8PR50,A0A1D8PFX4,832
A0A1D8PR64,Q5AK60,832
A0A1D8PR64,Q5AMN0,781
A0A1D8PR78,Q59SU6,790
A0A1D8PRB6,A0A1D8PRH6,832
A0A1D8PRB6,Q5A6S2,800
A0A1D8PRB6,A0A1D8PK85,832
A0A1D8PRB6,Q5AJZ5,832
A0A1D8PRB6,A0A1D8PSS4,832
A0A1D8PRB6,A0A1D8PNC8,832
A0A1D8PRB6,Q59Z65,832
A0A1D8PRB6,Q59X29,786
A0A1D8PRB6,Q59PZ1,832
A0A1D8PRB6,A0A1D8PTY6,832
A0A1D8PRB6,A0A1D8PFZ8,782
A0A1D8PRB6,A0A1D8PU67,832
A0A1D8PRB6,A0A1D8PLK1,832
A0A1D8PRB6,A0A1D8PQW1,832
A0A1D8PRB6,A0A1D8PJ20,832
A0A1D8PRB6,Q5AEB8,832
A0A1D8PRE0,Q5A852,702
A0A1D8PRE0,A0A1D8PFZ9,771
A0A1D8PRE0,A0A1D8PF14,747
A0A1D8PRE0,Q59S06,717
A0A1D8PRE0,Q5A7Q9,747
A0A1D8PRE0,A0A1D8PUB0,832
A0A1D8PRE0,Q5A0V9,783
A0A1D8PRE0,A0A1D8PJD3,702
A0A1D8PRE0,A0A1D8PU59,747
A0A1D8PRE0,A0A1D8PGP2,747
A0A1D8PRE0,Q5A6P2,747
A0A1D8PRE0,A0A1D8PI20,797
A0A1D8PRE0,Q59Y40,747
A0A1D8PRE0,A0A1D8PF50,802
A0A1D8PRE0,A0A1D8PLN1,747
A0A1D8PRE0,A0A1D8PJ43,747
A0A1D8PRE0,A0A1D8PCW6,800
A0A1D8PRE0,Q5A213,747
A0A1D8PRE0,A0A1D8PGM4,747
A0A1D8PRE0,Q5AG43,782
A0A1D8PRE0,Q5A756,825
A0A1D8PRE0,A0A1D8PRJ5,747
A0A1D8PRE0,A0A1D8PPE0,782
A0A1D8PRE0,A0A1D8PRP4,747
A0A1D8PRE0,Q59X74,747
A0A1D8PRE0,Q5APD0,747
A0A1D8PRE0,Q59W63,781
A0A1D8PRE0,Q59ZX6,747
A0A1D8PRE0,A0A1D8PJ54,747
A0A1D8PRE8,A0A1D8PKG5,782
A0A1D8PRE8,Q5ACL9,832
A0A1D8PRE8,Q59W63,782
A0A1D8PRE8,A0A1D8PJ43,747
A0A1D8PRE8,Q5A0H6,747
A0A1D8PRE8,A0A1D8PGM4,802
A0A1D8PRE8,A0A1D8PGP2,782
A0A1D8PRE8,Q5A6P2,813
A0A1D8PRE8,A0A1D8PI20,747
A0A1D8PRE8,Q59S06,717
A0A1D8PRE8,A0A1D8PJD3,715
A0A1D8PRG0,A0A1D8PCQ5,832
A0A1D8PRG0,A0A1D8PM86,832
A0A1D8PRG0,A0A1D8PQR2,832
A0A1D8PRG0,Q59RQ4,832
A0A1D8PRG0,A0A1D8PKF3,832
A0A1D8PRG0,A0A1D8PRP9,807
A0A1D8PRG0,Q59ZI7,832
A0A1D8PRG0,Q5A798,785
A0A1D8PRG0,A0A1D8PLT6,832
A0A1D8PRG0,Q59KY7,832
A0A1D8PRG0,Q5A6S7,832
A0A1D8PRG0,Q5A4Z9,832
A0A1D8PRG0,Q59RP7,832
A0A1D8PRG0,Q5AGZ7,832
A0A1D8PRG0,A0A1D8PPR6,832
A0A1D8PRG0,Q59X93,832
A0A1D8PRG0,Q5A8Y6,832
A0A1D8PRG0,Q5AA46,832
A0A1D8PRG0,A0A1D8PPS1,832
A0A1D8PRG0,Q59Z25,832
A0A1D8PRG0,A0A1D8PSV5,832
A0A1D8PRG0,A0A1D8PK22,832
A0A1D8PRG0,Q5AHY8,785
A0A1D8PRG0,A0A1D8PQQ9,832
A0A1D8PRG0,A0A1D8PQ89,832
A0A1D8PRG0,A0A1D8PHY2,747
A0A1D8PRG0,Q59VH3,832
A0A1D8PRG0,Q59QC1,832
A0A1D8PRG0,A0A1D8PPW1,832
A0A1D8PRG0,A0A1D8PG94,832
A0A1D8PRG0,Q5A6K5,832
A0A1D8PRG0,A0A1D8PEV9,832
A0A1D8PRG0,A0A1D8PJ23,729
A0A1D8PRG0,A0A1D8PK30,832
A0A1D8PRG0,O94150,832
A0A1D8PRG0,Q5ABC3,832
A0A1D8PRG0,Q5AJZ7,832
A0A1D8PRG0,Q5AHG8,832
A0A1D8PRG0,Q5AAS9,832
A0A1D8PRG0,A0A1D8PN49,832
A0A1D8PRG0,Q5A7P6,832
A0A1D8PRG0,A0A1D8PRP6,832
A0A1D8PRG0,A0A1D8PRY0,832
A0A1D8PRG0,Q5A3J1,832
A0A1D8PRG0,A0A1D8PCJ1,832
A0A1D8PRG0,A0A1D8PMX3,832
A0A1D8PRG1,A0A1D8PQD2,817
A0A1D8PRH6,A0A1D8PTY6,832
A0A1D8PRH6,A0A1D8PNA8,731
A0A1D8PRH6,Q59PZ1,832
A0A1D8PRH6,Q59X29,830
A0A1D8PRH6,Q59Z65,832
A0A1D8PRH6,Q5AEB8,832
A0A1D8PRH6,A0A1D8PJ20,832
A0A1D8PRH6,A0A1D8PQW1,832
A0A1D8PRH6,A0A1D8PRB6,832
A0A1D8PRH6,Q5A2A0,795
A0A1D8PRH6,A0A1D8PMQ4,797
A0A1D8PRH6,A0A1D8PLK1,832
A0A1D8PRH6,A0A1D8PFZ8,782
A0A1D8PRH6,A0A1D8PU67,832
A0A1D8PRH6,Q5A6S2,818
A0A1D8PRH6,A0A1D8PIV7,819
A0A1D8PRH6,A0A1D8PP77,763
A0A1D8PRH6,A0A1D8PNC8,832
A0A1D8PRH6,A0A1D8PSS4,832
A0A1D8PRH6,Q59SD0,755
A0A1D8PRH6,Q5AJZ5,832
A0A1D8PRH6,A0A1D8PK85,832
A0A1D8PRI7,A0A1D8PN56,801
A0A1D8PRI7,A0A1D8PR41,816
A0A1D8PRI7,A0A1D8PNZ8,808
A0A1D8PRJ5,A0A1D8PU59,786
A0A1D8PRJ5,A0A1D8PJD3,821
A0A1D8PRJ5,Q5A0V9,869
A0A1D8PRJ5,Q59S06,813
A0A1D8PRJ5,A0A1D8PF14,810
A0A1D8PRJ5,A0A1D8PNG5,747
A0A1D8PRJ5,Q5A852,782
A0A1D8PRJ5,A0A1D8PRE0,747
A0A1D8PRJ5,Q59Y40,810
A0A1D8PRJ5,A0A1D8PI20,702
A0A1D8PRJ5,Q5A6P2,747
A0A1D8PRJ5,A0A1D8PGP2,810
A0A1D8PRJ5,Q5A0H6,747
A0A1D8PRJ5,A0A1D8PGM4,747
A0A1D8PRJ5,A0A1D8PLN1,747
A0A1D8PRJ5,A0A1D8PJ43,747
A0A1D8PRJ5,Q5ACL9,780
A0A1D8PRJ5,Q59W63,797
A0A1D8PRJ5,Q59ZX6,800
A0A1D8PRJ5,A0A1D8PRP4,747
A0A1D8PRJ5,A0A1D8PKG5,747
A0A1D8PRJ5,Q5A756,747
A0A1D8PRJ6,Q5AGF6,832
A0A1D8PRJ6,Q5AAU7,832
A0A1D8PRK3,Q5APB0,785
A0A1D8PRK3,Q5APG6,832
A0A1D8PRK3,Q5ADV1,803
A0A1D8PRK3,Q5AED6,811
A0A1D8PRK3,A0A1D8PMK6,800
A0A1D8PRL2,A0A1D8PSD0,832
A0A1D8PRM4,A0A1D8PGV7,921
A0A1D8PRM4,A0A1D8PGB0,832
A0A1D8PRM4,A0A1D8PS91,832
A0A1D8PRM4,A0A1D8PNP6,921
A0A1D8PRM4,A0A1D8PDK7,832
A0A1D8PRP0,A0A1D8PTG5,832
A0A1D8PRP0,A0A1D8PNJ9,832
A0A1D8PRP0,A0A1D8PTV1,832
A0A1D8PRP0,A0A1D8PR50,832
A0A1D8PRP0,A0A1D8PFX4,832
A0A1D8PRP0,A0A1D8PHP3,722
A0A1D8PRP0,A0A1D8PNP9,832
A0A1D8PRP0,A0A1D8PSP7,832
A0A1D8PRP4,Q59W63,781
A0A1D8PRP4,Q59S06,747
A0A1D8PRP4,A0A1D8PFZ9,832
A0A1D8PRP4,A0A1D8PRJ5,747
A0A1D8PRP4,Q59X74,831
A0A1D8PRP4,Q59ZX6,747
A0A1D8PRP4,A0A1D8PJ43,747
A0A1D8PRP4,A0A1D8PTY4,921
A0A1D8PRP4,A0A1D8PRE0,747
A0A1D8PRP4,Q5A852,823
A0A1D8PRP4,A0A1D8PF14,747
A0A1D8PRP4,A0A1D8PU59,780
A0A1D8PRP4,A0A1D8PGM4,747
A0A1D8PRP4,P25997,921
A0A1D8PRP4,Q5ACL9,774
A0A1D8PRP4,A0A1D8PLN1,832
A0A1D8PRP6,A0A1D8PPR6,832
A0A1D8PRP6,Q59RP7,832
A0A1D8PRP6,Q5A4Z9,820
A0A1D8PRP6,Q59ZI7,832
A0A1D8PRP6,A0A1D8PRP9,832
A0A1D8PRP6,A0A1D8PKF3,832
A0A1D8PRP6,Q5A7P6,832
A0A1D8PRP6,A0A1D8PN49,832
A0A1D8PRP6,A0A1D8PCJ1,832
A0A1D8PRP6,Q5A3J1,832
A0A1D8PRP6,A0A1D8PTY4,921
A0A1D8PRP6,Q5AAS9,832
A0A1D8PRP6,O94150,832
A0A1D8PRP6,A0A1D8PPW1,832
A0A1D8PRP6,Q5A6K5,797
A0A1D8PRP6,Q59VH3,832
A0A1D8PRP6,Q59QC1,798
A0A1D8PRP6,A0A1D8PQ89,832
A0A1D8PRP6,Q5AHY8,832
A0A1D8PRP6,A0A1D8PQQ9,832
A0A1D8PRP6,Q5A8Y6,832
A0A1D8PRP6,Q5AA46,832
A0A1D8PRP6,A0A1D8PRG0,832
A0A1D8PRP6,Q59X93,832
A0A1D8PRP6,Q5AI30,806
A0A1D8PRP6,A0A1D8PLT6,832
A0A1D8PRP6,Q59KY7,832
A0A1D8PRP6,Q59RQ4,832
A0A1D8PRP6,A0A1D8PQR2,832
A0A1D8PRP6,A0A1D8PM86,832
A0A1D8PRP6,A0A1D8PMX3,832
A0A1D8PRP6,A0A1D8PRY0,832
A0A1D8PRP6,Q5AHG8,832
A0A1D8PRP6,Q5AJZ7,832
A0A1D8PRP6,A0A1D8PJ23,729
A0A1D8PRP6,A0A1D8PG94,832
A0A1D8PRP6,A0A1D8PEV9,832
A0A1D8PRP6,P25997,921
A0A1D8PRP6,Q59SJ6,832
A0A1D8PRP9,Q5A7P6,822
A0A1D8PRP9,A0A1D8PN49,832
A0A1D8PRP9,A0A1D8PTY4,921
A0A1D8PRP9,A0A1D8PCJ1,760
A0A1D8PRP9,Q5A3J1,760
A0A1D8PRP9,A0A1D8PHY2,796
A0A1D8PRP9,Q59VH3,782
A0A1D8PRP9,A0A1D8PQQ9,832
A0A1D8PRP9,Q59RP7,760
A0A1D8PRP9,A0A1D8PKF3,760
A0A1D8PRP9,Q59ZI7,832
A0A1D8PRP9,Q5AJZ7,831
A0A1D8PRP9,A0A1D8PRY0,832
A0A1D8PRP9,A0A1D8PRP6,832
A0A1D8PRP9,A0A1D8PG94,806
A0A1D8PRP9,P25997,921
A0A1D8PRP9,Q59SJ6,832
A0A1D8PRP9,Q5A8Y6,832
A0A1D8PRP9,A0A1D8PLT6,822
A0A1D8PRP9,A0A1D8PRG0,807
A0A1D8PRP9,Q59X93,760
A0A1D8PRP9,Q59RQ4,822
A0A1D8PRS1,Q5A4X3,832
A0A1D8PRU4,Q5AA47,832
A0A1D8PRU4,A0A1D8PT60,832
A0A1D8PRU4,Q59WT0,831
A0A1D8PRU4,A0A1D8PTX1,832
A0A1D8PRU4,Q59RN2,832
A0A1D8PRU4,Q59Z11,832
A0A1D8PRW9,P25997,921
A0A1D8PRW9,A0A1D8PTY4,921
A0A1D8PRX3,Q5ADM0,832
A0A1D8PRX3,Q5A326,798
A0A1D8PRX3,A0A1D8PMB5,832
A0A1D8PRX3,A0A1D8PE86,832
A0A1D8PRX3,A0A1D8PMT3,832
A0A1D8PRX3,A0A1D8PM98,832
A0A1D8PRX3,A0A1D8PCA6,832
A0A1D8PRX9,A0A1D8PJA6,832
A0A1D8PRX9,A0A1D8PJ73,832
A0A1D8PRX9,A0A1D8PE69,832
A0A1D8PRX9,A0A1D8PQU3,832
A0A1D8PRX9,A0A1D8PEH4,832
A0A1D8PRX9,Q5ADP7,832
A0A1D8PRX9,A0A1D8PDI3,832
A0A1D8PRX9,Q5AJG7,832
A0A1D8PRX9,Q59Y38,832
A0A1D8PRX9,Q59TD5,832
A0A1D8PRX9,A0A1D8PU51,832
A0A1D8PRX9,A0A1D8PG37,832
A0A1D8PRX9,Q9B8D6,832
A0A1D8PRX9,Q5ABD5,832
A0A1D8PRX9,Q5AH07,832
A0A1D8PRX9,A0A1D8PCD3,832
A0A1D8PRX9,Q9B8C8,832
A0A1D8PRX9,Q9B8D1,832
A0A1D8PRX9,A0A1D8PEJ9,832
A0A1D8PRX9,A0A1D8PHY0,832
A0A1D8PRX9,Q5A222,832
A0A1D8PRX9,A0A1D8PPZ0,832
A0A1D8PRY0,Q59ZI7,832
A0A1D8PRY0,A0A1D8PRP9,832
A0A1D8PRY0,A0A1D8PKF3,832
A0A1D8PRY0,Q5AK02,832
A0A1D8PRY0,A0A1D8PPR6,832
A0A1D8PRY0,Q5A4Z9,832
A0A1D8PRY0,Q59RP7,832
A0A1D8PRY0,Q59VH3,832
A0A1D8PRY0,A0A1D8PHY2,785
A0A1D8PRY0,A0A1D8PQ89,832
A0A1D8PRY0,A0A1D8PQQ9,832
A0A1D8PRY0,Q5AHY8,820
A0A1D8PRY0,Q5A3J1,832
A0A1D8PRY0,A0A1D8PCJ1,832
A0A1D8PRY0,A0A1D8PTY4,921
A0A1D8PRY0,A0A1D8PN49,832
A0A1D8PRY0,Q5A7P6,832
A0A1D8PRY0,Q5AAS9,832
A0A1D8PRY0,O94150,832
A0A1D8PRY0,A0A1D8PPW1,832
A0A1D8PRY0,Q59RQ4,832
A0A1D8PRY0,A0A1D8PM86,832
A0A1D8PRY0,A0A1D8PQR2,832
A0A1D8PRY0,Q5AA46,832
A0A1D8PRY0,Q5A8Y6,832
A0A1D8PRY0,Q59X93,832
A0A1D8PRY0,A0A1D8PRG0,832
A0A1D8PRY0,Q59KY7,832
A0A1D8PRY0,A0A1D8PLT6,832
A0A1D8PRY0,Q5AI30,832
A0A1D8PRY0,P25997,921
A0A1D8PRY0,Q59SJ6,832
A0A1D8PRY0,A0A1D8PMX3,832
A0A1D8PRY0,A0A1D8PRP6,832
A0A1D8PRY0,Q5AHG8,786
A0A1D8PRY0,Q5ADT9,832
A0A1D8PRY0,Q5AJZ7,832
A0A1D8PRY0,A0A1D8PEV9,832
A0A1D8PRY0,A0A1D8PG94,832
A0A1D8PRY3,A0A1D8PQ38,832
A0A1D8PRY3,A0A1D8PKZ9,832
A0A1D8PRY3,Q9B8D4,832
A0A1D8PRY3,A0A1D8PDC4,832
A0A1D8PRY3,Q9B8D5,832
A0A1D8PRY3,A0A1D8PUD2,832
A0A1D8PRY3,Q5A7P7,832
A0A1D8PRY3,Q59ZE0,832
A0A1D8PRY3,Q59PV8,832
A0A1D8PRY9,Q9P8E3,832
A0A1D8PS03,A0A1D8PFC8,921
A0A1D8PS14,A0A1D8PTY4,921
A0A1D8PS14,P25997,921
A0A1D8PS16,A0A1D8PCT4,832
A0A1D8PS34,A0A1D8PFJ8,780
A0A1D8PS34,A0A1D8PEX3,832
A0A1D8PS34,A0A1D8PLR5,784
A0A1D8PS34,Q59L42,799
A0A1D8PS34,Q59LT9,811
A0A1D8PS34,A0A1D8PQM4,832
A0A1D8PS34,A0A1D8PHD8,825
A0A1D8PS34,A0A1D8PHV8,824
A0A1D8PS34,Q59QT0,832
A0A1D8PS34,A0A1D8PFX2,759
A0A1D8PS38,A0A1D8PKX3,832
A0A1D8PS38,Q59PT0,832
A0A1D8PS38,Q5AJB1,832
A0A1D8PS38,A0A1D8PK00,832
A0A1D8PS38,Q5A2U9,832
A0A1D8PS38,P87220,832
A0A1D8PS38,Q59U85,832
A0A1D8PS38,A0A1D8PSX0,832
A0A1D8PS38,A0A1D8PH17,832
A0A1D8PS38,A0A1D8PFL8,832
A0A1D8PS42,A0A1D8PMD4,953
A0A1D8PS42,Q59PZ2,953
A0A1D8PS48,Q5A034,832
A0A1D8PS48,A0A1D8PFE6,832
A0A1D8PS48,Q59MA3,786
A0A1D8PS48,Q59P49,832
A0A1D8PS48,A0A1D8PIE7,832
A0A1D8PS48,A0A1D8PU96,778
A0A1D8PS48,Q59Q35,783
A0A1D8PS48,A0A1D8PHW4,832
A0A1D8PS48,A0A1D8PTJ5,832
A0A1D8PS91,A0A1D8PGB0,832
A0A1D8PS91,A0A1D8PRM4,832
A0A1D8PS91,A0A1D8PNP6,921
A0A1D8PS91,A0A1D8PGV7,921
A0A1D8PS91,A0A1D8PDK7,801
A0A1D8PS92,A0A1D8PMR5,785
A0A1D8PS92,Q5A322,745
A0A1D8PS92,Q5APG6,724
A0A1D8PS98,A0A1D8PQ44,797
A0A1D8PSA4,A0A1D8PE77,729
A0A1D8PSB0,Q59KJ6,832
A0A1D8PSB0,Q5AJY4,823
A0A1D8PSC5,A0A1D8PF57,861
A0A1D8PSC5,A0A1D8PDT3,925
A0A1D8PSC5,A0A1D8PK43,925
A0A1D8PSC5,A0A1D8PTI7,861
A0A1D8PSC5,A0A1D8PPN6,925
A0A1D8PSC5,A0A1D8PK71,816
A0A1D8PSC5,Q5A6R1,925
A0A1D8PSC5,A0A1D8PPE0,925
A0A1D8PSC5,A0A1D8PGY8,925
A0A1D8PSC5,A0A1D8PK40,925
A0A1D8PSC5,Q5A109,925
A0A1D8PSC5,Q5ADQ6,925
A0A1D8PSC5,Q5AJ93,925
A0A1D8PSC5,A0A1D8PSK2,925
A0A1D8PSC5,P25997,921
A0A1D8PSC5,P83774,925
A0A1D8PSC5,A0A1D8PFG4,925
A0A1D8PSC5,A0A1D8PEY9,925
A0A1D8PSC5,A0A1D8PLC9,925
A0A1D8PSC5,A0A1D8PN83,921
A0A1D8PSC5,O59931,925
A0A1D8PSC5,A0A1D8PCG7,925
A0A1D8PSC5,A0A1D8PCI6,861
A0A1D8PSC5,A0A1D8PQQ5,925
A0A1D8PSC5,Q59LS1,925
A0A1D8PSC5,Q5AEN2,925
A0A1D8PSC5,A0A1D8PDU3,925
A0A1D8PSC5,A0A1D8PHF5,925
A0A1D8PSC5,A0A1D8PF08,925
A0A1D8PSC5,A0A1D8PDT4,925
A0A1D8PSC5,Q59TE0,925
A0A1D8PSC5,A0A1D8PFV1,925
A0A1D8PSC5,Q5AGZ7,925
A0A1D8PSC5,A0A1D8PGY0,925
A0A1D8PSC5,Q5AJF7,832
A0A1D8PSC5,A0A1D8PCX8,925
A0A1D8PSC5,A0A1D8PEV4,833
A0A1D8PSC5,A0A1D8PL68,861
A0A1D8PSC5,A0A1D8PM75,925
A0A1D8PSC5,Q5ANA1,861
A0A1D8PSC5,A0A1D8PPT5,925
A0A1D8PSC5,Q59T44,925
A0A1D8PSC5,A0A1D8PK61,861
A0A1D8PSC5,A0A1D8PDL6,925
A0A1D8PSC5,A0A1D8PH21,925
A0A1D8PSC5,A0A1D8PF45,925
A0A1D8PSC5,A0A1D8PTY4,921
A0A1D8PSC5,A0A1D8PQS0,832
A0A1D8PSC5,Q5AG43,925
A0A1D8PSC5,A0A1D8PHH4,925
A0A1D8PSC5,P40910,925
A0A1D8PSC5,Q5AIB8,925
A0A1D8PSC5,A0A1D8PCW6,925
A0A1D8PSC5,A0A1D8PNQ6,925
A0A1D8PSC5,A0A1D8PFL9,925
A0A1D8PSC5,A0A1D8PTR4,925
A0A1D8PSC5,A0A1D8PK30,925
A0A1D8PSC5,O42817,925
A0A1D8PSC5,Q5A6A1,925
A0A1D8PSC5,A0A1D8PQN0,925
A0A1D8PSC5,A0A1D8PHW1,925
A0A1D8PSC5,A0A1D8PDZ1,925
A0A1D8PSC5,A0A1D8PI15,925
A0A1D8PSC5,A0A1D8PP14,925
A0A1D8PSC5,A0A1D8PK22,925
A0A1D8PSC5,A0A1D8PSV5,925
A0A1D8PSC5,Q5A7K0,925
A0A1D8PSC5,Q59SI1,789
A0A1D8PSC5,A0A1D8PPS1,925
A0A1D8PSC5,Q5A389,925
A0A1D8PSC5,Q5A0M4,832
A0A1D8PSC5,Q9UVJ4,832
A0A1D8PSC5,Q5AB87,925
A0A1D8PSC5,Q5ALV6,925
A0A1D8PSC5,Q96W54,861
A0A1D8PSC5,Q59L13,794
A0A1D8PSC5,P0CU35,861
A0A1D8PSC5,A0A1D8PL99,925
A0A1D8PSC5,A0A1D8PG16,925
A0A1D8PSC5,A0A1D8PM41,925
A0A1D8PSC5,Q5A900,925
A0A1D8PSC5,A0A1D8PCQ5,925
A0A1D8PSC6,Q5APB4,820
A0A1D8PSC6,A0A1D8PQH0,832
A0A1D8PSC6,Q59M53,832
A0A1D8PSC6,A0A1D8PPE3,777
A0A1D8PSC6,A0A1D8PN00,832
A0A1D8PSD0,A0A1D8PRL2,832
A0A1D8PSF2,A0A1D8PQ05,731
A0A1D8PSF2,A0A1D8PD31,764
A0A1D8PSF2,Q5AEJ3,801
A0A1D8PSF4,A0A1D8PI64,832
A0A1D8PSH5,A0A1D8PF81,832
A0A1D8PSI8,A0A1D8PJK7,832
A0A1D8PSI8,A0A1D8PMS8,832
A0A1D8PSI8,A0A1D8PU88,832
A0A1D8PSK2,A0A1D8PHF5,925
A0A1D8PSK2,A0A1D8PSC5,925
A0A1D8PSK2,A0A1D8PDU3,925
A0A1D8PSK2,A0A1D8PPS1,925
A0A1D8PSK2,Q5AEN2,925
A0A1D8PSK2,Q59LS1,925
A0A1D8PSK2,A0A1D8PQQ5,925
A0A1D8PSK2,Q5A7K0,925
A0A1D8PSK2,Q9UVJ4,832
A0A1D8PSK2,Q5A0M4,832
A0A1D8PSK2,A0A1D8PGY0,925
A0A1D8PSK2,Q5A389,925
A0A1D8PSK2,Q5AGZ7,925
A0A1D8PSK2,A0A1D8PFV1,925
A0A1D8PSK2,Q59TE0,925
A0A1D8PSK2,A0A1D8PDT4,925
A0A1D8PSK2,A0A1D8PF08,925
A0A1D8PSK2,A0A1D8PL99,925
A0A1D8PSK2,A0A1D8PL68,861
A0A1D8PSK2,P0CU35,852
A0A1D8PSK2,A0A1D8PEV4,833
A0A1D8PSK2,Q5AJF7,832
A0A1D8PSK2,A0A1D8PCX8,925
A0A1D8PSK2,Q96W54,852
A0A1D8PSK2,Q5ALV6,925
A0A1D8PSK2,Q5AB87,925
A0A1D8PSK2,A0A1D8PH21,925
A0A1D8PSK2,A0A1D8PCQ5,925
A0A1D8PSK2,Q5A5P8,832
A0A1D8PSK2,A0A1D8PK61,861
A0A1D8PSK2,A0A1D8PDL6,925
A0A1D8PSK2,Q59T44,925
A0A1D8PSK2,Q5A900,925
A0A1D8PSK2,A0A1D8PM41,925
A0A1D8PSK2,Q5ANA1,861
A0A1D8PSK2,A0A1D8PPT5,925
A0A1D8PSK2,A0A1D8PG16,925
A0A1D8PSK2,A0A1D8PM75,925
A0A1D8PSK2,A0A1D8PPN6,925
A0A1D8PSK2,A0A1D8PCW6,925
A0A1D8PSK2,A0A1D8PTI7,861
A0A1D8PSK2,A0A1D8PK43,925
A0A1D8PSK2,P40910,925
A0A1D8PSK2,Q5AIB8,925
A0A1D8PSK2,A0A1D8PDT3,925
A0A1D8PSK2,A0A1D8PQS0,832
A0A1D8PSK2,A0A1D8PHH4,925
A0A1D8PSK2,Q5AG43,925
A0A1D8PSK2,A0A1D8PTY4,921
A0A1D8PSK2,A0A1D8PF57,861
A0A1D8PSK2,A0A1D8PF45,920
A0A1D8PSK2,Q5A109,925
A0A1D8PSK2,A0A1D8PK40,925
A0A1D8PSK2,O42817,925
A0A1D8PSK2,A0A1D8PGY8,925
A0A1D8PSK2,A0A1D8PPE0,925
A0A1D8PSK2,Q5A6R1,925
A0A1D8PSK2,A0A1D8PK30,925
A0A1D8PSK2,A0A1D8PTR4,925
A0A1D8PSK2,A0A1D8PK71,800
A0A1D8PSK2,A0A1D8PFL9,925
A0A1D8PSK2,A0A1D8PNQ6,925
A0A1D8PSK2,A0A1D8PEY9,925
A0A1D8PSK2,A0A1D8PFG4,925
A0A1D8PSK2,P83774,925
A0A1D8PSK2,Q5A6A1,925
A0A1D8PSK2,P25997,921
A0A1D8PSK2,Q5AJ93,925
A0A1D8PSK2,Q5ADQ6,925
A0A1D8PSK2,A0A1D8PSV5,925
A0A1D8PSK2,A0A1D8PK22,925
A0A1D8PSK2,A0A1D8PP14,925
A0A1D8PSK2,A0A1D8PCI6,861
A0A1D8PSK2,A0A1D8PI15,925
A0A1D8PSK2,A0A1D8PCG7,925
A0A1D8PSK2,A0A1D8PDZ1,925
A0A1D8PSK2,O59931,925
A0A1D8PSK2,A0A1D8PN83,890
A0A1D8PSK2,A0A1D8PHW1,925
A0A1D8PSK2,A0A1D8PLC9,925
A0A1D8PSK2,A0A1D8PQN0,925
A0A1D8PSM5,A0A1D8PU80,785
A0A1D8PSM5,A0A1D8PNA3,832
A0A1D8PSM8,A0A1D8PGL7,799
A0A1D8PSN8,A0A1D8PPW6,780
A0A1D8PSP7,A0A1D8PTV1,832
A0A1D8PSP7,A0A1D8PRP0,832
A0A1D8PSP7,A0A1D8PR50,832
A0A1D8PSP7,A0A1D8PFX4,832
A0A1D8PSP7,A0A1D8PTG5,832
A0A1D8PSP7,A0A1D8PNJ9,832
A0A1D8PSP7,A0A1D8PNP9,832
A0A1D8PSS1,A0A1D8PPU7,709
A0A1D8PSS1,O43133,704
A0A1D8PSS1,A0A1D8PU74,804
A0A1D8PSS1,A0A1D8PNT2,832
A0A1D8PSS1,A0A1D8PKJ2,832
A0A1D8PSS1,Q5A886,832
A0A1D8PSS1,Q59U67,779
A0A1D8PSS1,A0A1D8PPL1,832
A0A1D8PSS4,A0A1D8PTY6,832
A0A1D8PSS4,A0A1D8PNA8,736
A0A1D8PSS4,Q59PZ1,832
A0A1D8PSS4,Q59X29,788
A0A1D8PSS4,Q59Z65,832
A0A1D8PSS4,Q5AEB8,832
A0A1D8PSS4,A0A1D8PJ20,832
A0A1D8PSS4,A0A1D8PQW1,832
A0A1D8PSS4,A0A1D8PRB6,832
A0A1D8PSS4,Q5A2A0,819
A0A1D8PSS4,A0A1D8PLK1,832
A0A1D8PSS4,A0A1D8PU67,832
